name,URL,parkCode,description,latitude,longitude,designation,physical address
Friendship Hill National Historic Site,https://www.nps.gov/frhi/index.htm,frhi,"Albert Gallatin is best remembered for his thirteen year tenure as Secretary of the Treasury during the Jefferson and Madison administrations. In that time he reduced the national debt, purchased the Louisiana Territory and funded the Lewis & Clark exploration. Gallatin's accomplishments and contributions are highlighted at Friendship Hill, his restored country estate.",39.77543423,-79.92504169,National Historic Site,"223 New Geneva Rd.

Point Marion, PA 15470"
Gates Of The Arctic National Park & Preserve,https://www.nps.gov/gaar/index.htm,gaar,"This vast landscape does not contain any roads or trails. Visitors discover intact ecosystems where people have lived with the land for thousands of years. Wild rivers meander through glacier-carved valleys, caribou migrate along age-old trails, endless summer light fades into aurora-lit night skies of winter. It remains virtually unchanged except by the forces of nature.",67.75961636,-153.2917758,National Park & Preserve,"101 Dunkel St

Fairbanks, AK 99701"
Gateway Arch National Park,https://www.nps.gov/jeff/index.htm,jeff,"The Gateway Arch reflects St. Louis' role in the Westward Expansion of the United States during the nineteenth century. The park is a memorial to Thomas Jefferson's role in opening the West, to the pioneers who helped shape its history, and to Dred Scott who sued for his freedom in the Old Courthouse.",38.6258069,-90.1892508,National Park,"Fourth Street between Market and Chestnut streets

St. Louis, MO 63102"
Gateway National Recreation Area,https://www.nps.gov/gate/index.htm,gate,"Spanning 27,000 acres from Sandy Hook in New Jersey to Breezy Point in New York City, the park is both the gateway from the ocean into New York Harbor, and the gateway to the National Park Service for millions of visitors every year. Gateway offers green spaces and beaches alongside historic structures and cultural landscapes. Every day, Gateway is open for you to explore, envision, and enjoy!",40.56536246,-73.9171087,National Recreation Area,"210 New York Avenue

Staten Island, NY 10305"
Gauley River National Recreation Area,https://www.nps.gov/gari/index.htm,gari,"The 25 miles of free-flowing Gauley River and the six miles of the Meadow River pass through scenic gorges and valleys containing a wide variety of natural and cultural features. The Gauley River contains several class V+ rapids, making it one of the most adventurous white water boating rivers in the east.",38.20614947,-81.00420836,National Recreation Area,"Gauley River National Recreation Area
104 Main Street
Glen Jean, WV 25846-0246"
General Grant National Memorial,https://www.nps.gov/gegr/index.htm,gegr,"The final resting place of President Ulysses S. Grant and his wife, Julia, is the largest mausoleum in North America. It testifies to a people’s gratitude for the man who ended the bloodiest conflict in American history as Commanding General of the Union Army and then, as President of the United States, strove to heal a nation after a civil war and make rights for all citizens a reality.",40.81332817,-73.96331542,National Memorial,"Riverside Drive and W. 122nd Street

New York, NY 10027"
George Rogers Clark National Historical Park,https://www.nps.gov/gero/index.htm,gero,"The British flag would not be raised above Fort Sackville Feb. 25, 1779. At 10 a.m., the garrison surrendered to American Colonel George Rogers Clark. His American army, aided by French residents of the Illinois country, had marched through freezing floodwaters to gain this victory. The fort’s capture assured United States claims to the frontier, an area nearly as large as the original 13 states.",38.67912659,-87.53545212,National Historical Park,"401 S. 2nd Street

Vincennes, IN 47591"
George Washington Birthplace National Monument,https://www.nps.gov/gewa/index.htm,gewa,"George Washington Birthplace National Monument is located in the Northern Neck of Virginia. It encompasses 550 acres of the former Popes Creek Plantation, which is the American ancestral home of the Washington Family and where George Washington was born. In addition to a Colonial Revival farm, visitor center, and historic structures, the park also has picnic grounds and a public beach.",38.19362603,-76.92079458,National Monument,"1732 Popes Creek Road

Colonial Beach, VA 22443"
George Washington Carver National Monument,https://www.nps.gov/gwca/index.htm,gwca,"The young child known as the ""Plant Doctor"" tended his secret garden while observing the day-to-day operations of a 19th century farm. Nature and nurture ultimately influenced George on his quest for education to becoming a renowned agricultural scientist, educator, and humanitarian.",36.9871322,-94.35522737,National Monument,"5646 Carver Road

Diamond, MO 64840"
George Washington Memorial Parkway,https://www.nps.gov/gwmp/index.htm,gwmp,"The George Washington Memorial Parkway was designed for recreational driving. It links sites that commemorate important episodes in American history and preserve habitat for local wildlife. The parkway and its associated trails provide a scenic place to play and rest in the busy Washington, DC metropolitan area.",38.9628,-77.1495,Memorial Parkway,"George Washington Memorial Parkway Headquarters
700 George Washington Memorial Parkway
McLean, VA 22101"
Gettysburg National Military Park,https://www.nps.gov/gett/index.htm,gett,"The Battle of Gettysburg was a turning point in the Civil War, the Union victory that ended General Robert E. Lee's second and most ambitious invasion of the North. Often referred to as the ""High Water Mark of the Rebellion"", Gettysburg was the Civil War's bloodiest battle and was also the inspiration for President Abraham Lincoln's immortal ""Gettysburg Address"".",39.81557366,-77.23246758,National Military Park,"1195 Baltimore Pike

Gettysburg, PA 17325"
Gila Cliff Dwellings National Monument,https://www.nps.gov/gicl/index.htm,gicl,"For thousands of years, groups of nomadic people used the caves of the Gila River as temporary shelter. In the late 1200's, people of the Mogollon Culture decided it would be a good place to call home. They built rooms, crafted pottery and raised children in the cliff dwellings for about twenty years. Then the Mogollon moved on, leaving the walls for us as a glimpse into the past.",33.22715258,-108.2706711,National Monument,"26 Jim Bradford Trail

Mimbres, NM 88049"
Glacier Bay National Park & Preserve,https://www.nps.gov/glba/index.htm,glba,"Covering 3.3 million acres of rugged mountains, dynamic glaciers, temperate rainforest, wild coastlines and deep sheltered fjords, Glacier Bay National Park is a highlight of Alaska's Inside Passage and part of a 25-million acre World Heritage Site—one of the world’s largest international protected areas. From sea to summit, Glacier Bay offers limitless opportunities for adventure and inspiration.",58.80086718,-136.8407579,National Park & Preserve,"1 Park Road

Gustavus, AK 99826"
Glacier National Park,https://www.nps.gov/glac/index.htm,glac,"Come and experience Glacier's pristine forests, alpine meadows, rugged mountains, and spectacular lakes. With over 700 miles of trails, Glacier is a hiker's paradise for adventurous visitors seeking wilderness and solitude. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road. Explore Glacier National Park and discover what awaits you.",48.68414678,-113.8009306,National Park,"64 Grinnell Drive
Glacier National Park Headquarters
West Glacier, MT 59936"
Glen Canyon National Recreation Area,https://www.nps.gov/glca/index.htm,glca,"Encompassing over 1.25 million acres, Glen Canyon National Recreation Area offers unparalleled opportunities for water-based & backcountry recreation. The recreation area stretches for hundreds of miles from Lees Ferry in Arizona to the Orange Cliffs of southern Utah, encompassing scenic vistas, geologic wonders, and a vast panorama of human history.",36.9357464676887,-111.485594268007,National Recreation Area,"691 Scenic View Rd.
Park Headquarters
Page, AZ 86040"
Glen Echo Park,https://www.nps.gov/glec/index.htm,glec,"Glen Echo Park began in 1891 as a National Chautauqua Assembly ""to promote liberal and practical education."" By 1911, it transformed into DC's premier amusement park until it closed in 1968. Since 1971, the National Park Service has owned and operated the site and today, with the help of the Glen Echo Park Partnership for Arts and Culture, offers year-round cultural and recreational activities.",38.96912315,-77.14012206,Park,"7300 MacArthur Boulevard

Glen Echo, MD 20812"
Gloria Dei Church National Historic Site,https://www.nps.gov/glde/index.htm,glde,Before Pennsylvania there was New Sweden. Discover this last historic link to a forgotten past. Visit the church's pastoral surroundings and its burial ground of patriots and ordinary citizens alike.,39.93435005,-75.14398924,National Historic Site,"916 S. Swanson Street

Philadelphia, PA 19147"
Golden Gate National Recreation Area,https://www.nps.gov/goga/index.htm,goga,"Experience a park so rich it supports 19 distinct ecosystems with over 2,000 plant and animal species. Go for a hike, enjoy a vista, have a picnic or learn about the centuries of overlapping history from California’s indigenous cultures, Spanish colonialism, the Mexican Republic, US military expansion and the growth of San Francisco. All of this and more awaits you, so get out and find your park.",37.85982543,-122.6007386,National Recreation Area,"Golden Gate National Recreation Area
Building 201, Fort Mason
San Francisco, CA 94123-0022"
